Company Name,Website,Address,Phone,Estimated Revenue,Revenue Basis,Description,Freight Reason,Decision-Maker Name,Decision-Maker Title,Decision-Maker Email,Decision-Maker Phone,Pitch,Flags
Rico Printers,,"242 Readwell Dr, San Antonio, TX 78220",(210) 337-7809,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Rico Printers, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Print N Copy II,,"3857 E Southcross Blvd, San Antonio, TX 78222",(210) 333-4480,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Print N Copy II, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Hector's Print Shop,http://hpsprinting.com,"3739 SW Military Dr, San Antonio, TX 78211",(210) 927-4655,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Hector's Print Shop, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Moya Printing,http://barclayscenter.com,"1788 S Business Ih 35, New Braunfels, TX 78130",(830) 625-9716,"$3,300,000",Commercial Printer category baseline (no headcount found),"Buy Tickets Info June 05 Carín León De Sonora Para El Mundo Carín León brings the De Sonora Para El Mundo Tour to Brooklyn on Friday, June 5.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Moya Printing, You're a commercial printer in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Graph X,,"651 N Business Ih 35, New Braunfels, TX 78130",(830) 708-3228,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in New Braunfels, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Graph X, You're a commercial printer in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
American Printing Industries,,"123 W Tanglewood Dr, New Braunfels, TX 78130",(830) 387-4700,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in New Braunfels, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — American Printing Industries, You're a commercial printer in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Office Depot,http://www.officedepot.com,"1050 N Interstate 35, New Braunfels, TX 78130",(830) 620-4995,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in New Braunfels, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Office Depot, You're a commercial printer in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Print-It,,"1471 W San Antonio St, New Braunfels, TX 78130",(830) 625-7461,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in New Braunfels, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Print-It, You're a commercial printer in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Zubie Wear,http://www.zubiewear.com,"1516 Universal City Blvd, Universal City, TX 78148",(210) 590-8892,"$3,300,000",Commercial Printer category baseline (no headcount found),"We are known for  quality,  rockin’ designs and award-winning customer care.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,hollie@zubiewear.com,,"Not selling printers, promise — Zubie Wear, You're a commercial printer in Universal City moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Color Printing & Signs,,"21412 Branding Bay, San Antonio, TX 78259",(210) 545-7727,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Color Printing & Signs, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Image Solutions Texas,,"3881 Ridgeway Dr, San Antonio, TX 78259",(210) 481-2943,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Image Solutions Texas, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Printit Wraps & Graphics,,"14732 Bulverde Rd, San Antonio, TX 78247",(210) 267-9556,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Printit Wraps & Graphics, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Office Depot,https://www.officedepot.com/storelocator/tx/seguin/office-depot-2741,"1500 E Court St Ste 850, Seguin, TX 78155",(830) 372-2310,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in Seguin, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Office Depot, You're a commercial printer in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Office Depot,https://www.officedepot.com/storelocator/tx/windcrest/office-depot-2098,"8510 Fourwinds Dr, Windcrest, TX 78239",(210) 656-1379,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in Windcrest, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Office Depot, You're a commercial printer in Windcrest moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Visionary Imprints,,"5020 Seguin Rd, San Antonio, TX 78219",(210) 647-6086,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Visionary Imprints, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Printing & Mailing Service,http://imsprintingandmailing.com,"2416 Brockton St, San Antonio, TX 78217",(210) 826-4994,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Printing & Mailing Service, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Quadrangle Press Inc,http://quadp.com,"9111 Broadway, San Antonio, TX 78217",(210) 828-8191,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Quadrangle Press Inc, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Signs and Printing Sa,https://signsandprintingsa.com,"4223 Centergate St, San Antonio, TX 78217",(210) 245-6798,"$3,300,000",Commercial Printer category baseline (no headcount found),"Whether you require screen printing, graphic design, retail signage or commercial printing services, Signs & Printing SA is your partner.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,info@signsandprintingsa.com,,"Not selling printers, promise — Signs and Printing Sa, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Next Day Four Color,http://nextdayfourcolortx.localsearch.com,"12902 Delivery, San Antonio, TX 78247",(210) 822-1689,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Next Day Four Color, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Corporate Image,http://www.corporateimagesanantonio.com,"12111 Stoney Cv, San Antonio, TX 78247",(210) 545-6322,"$3,300,000",Commercial Printer category baseline (no headcount found),喜讯！米兰(中国)公司荣膺2023品牌强国经济论坛三项大奖 倡导诚实守信 共铸消费和谐 米兰(中国)在行动 倡导诚实守信 共铸消费和谐 米兰(中国)在行动 热烈祝贺米兰(中国)公司荣获第六届中山最具社会责任.,Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Corporate Image, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
